Date,State,Population,DiabetesRate,ObesityRate,InactivityRate,HypertensionRate
1992/01/01,WestVirginia,1831206,14,36,27,41
1991/01/01,WestVirginia,1831674,14.19,35.94,27.09,40.78
1990/01/01,WestVirginia,1821212,14.1,35.73,26.93,40.55
1989/01/01,WestVirginia,1830134,14.16,35.91,27.06,40.76
1988/01/01,WestVirginia,1827553,14.13,35.86,27.02,40.71
1987/01/01,WestVirginia,1821222,14.07,35.74,26.92,40.58
1986/01/01,WestVirginia,1833948,14.17,35.99,27.1,40.87
1985/01/01,WestVirginia,1827587,14.11,35.87,27.01,40.74
1984/01/01,WestVirginia,1814094,14.03,35.6,26.82,40.41
1983/01/01,WestVirginia,1822187,14.09,35.76,26.94,40.59
1982/01/01,WestVirginia,1816850,14.04,35.65,26.86,40.48
1981/01/01,WestVirginia,1812226,14.01,35.56,26.79,40.38
1980/01/01,WestVirginia,1820613,14.07,35.73,26.91,40.57
1979/01/01,WestVirginia,1827264,14.12,35.86,27.01,40.72
1978/01/01,WestVirginia,1814657,14.02,35.61,26.82,40.43
1977/01/01,WestVirginia,1799724,13.91,35.32,26.6,40.1
1976/01/01,WestVirginia,1799326,13.91,35.31,26.6,40.09
1975/01/01,WestVirginia,1816396,14.04,35.64,26.85,40.47
1974/01/01,WestVirginia,1811980,14,35.56,26.78,40.37
1973/01/01,WestVirginia,1800887,13.92,35.34,26.62,40.13
1972/01/01,WestVirginia,1817455,14.05,35.67,26.86,40.5
1971/01/01,WestVirginia,1808632,13.98,35.49,26.73,40.3
2016/01/01,Wisconsin,5778708,9.8,30.7,20,29.6
2015/01/01,Wisconsin,5767891,9.73,30.48,19.86,29.39
2014/01/01,Wisconsin,5758377,9.66,30.26,19.72,29.18
2013/01/01,Wisconsin,5742854,9.59,30.04,19.58,28.97
2012/01/01,Wisconsin,5726177,9.52,29.82,19.44,28.76
2011/01/01,Wisconsin,5709640,9.45,29.61,19.3,28.55
2010/01/01,Wisconsin,5690263,9.38,29.4,19.16,28.34
2009/01/01,Wisconsin,5721913,9.31,29.19,19.02,28.14
2008/01/01,Wisconsin,5730443,9.52,29.83,19.44,28.76
2007/01/01,Wisconsin,5688450,9.43,29.54,19.25,28.49
2006/01/01,Wisconsin,5735110,9.49,29.73,19.38,28.67
2005/01/01,Wisconsin,5732286,9.47,29.68,19.34,28.62
2004/01/01,Wisconsin,5670863,9.36,29.34,19.12,28.29
2003/01/01,Wisconsin,5661370,9.34,29.28,19.08,28.23
2002/01/01,Wisconsin,5696647,9.4,29.47,19.2,28.41
2001/01/01,Wisconsin,5703878,9.43,29.56,19.26,28.5
2000/01/01,Wisconsin,5699512,9,30,19,28
1999/01/01,Wisconsin,5660053,9.29,29.37,19.06,28.19
1998/01/01,Wisconsin,5639734,9.25,29.27,18.98,28.07
1997/01/01,Wisconsin,5697577,9.33,29.58,19.17,28.35
1996/01/01,Wisconsin,5696296,9.32,29.59,19.16,28.33
1995/01/01,Wisconsin,5678561,9.28,29.52,19.1,28.23
1994/01/01,Wisconsin,5673707,9.26,29.51,19.08,28.2
1993/01/01,Wisconsin,5678488,9.25,29.55,19.08,28.2
1992/01/01,Wisconsin,5659027,9,29,19,28
1991/01/01,Wisconsin,5660583,9.22,29.36,19.03,28.13
1990/01/01,Wisconsin,5628352,9.16,29.19,18.92,27.96
1989/01/01,Wisconsin,5655957,9.19,29.33,19.01,28.09
1988/01/01,Wisconsin,5647941,9.17,29.28,18.98,28.05
1987/01/01,Wisconsin,5628302,9.13,29.16,18.92,27.94
1986/01/01,Wisconsin,5667624,9.19,29.35,19.05,28.13
1985/01/01,Wisconsin,5647989,9.15,29.23,18.98,28.03
1984/01/01,Wisconsin,5606311,9.1,29.05,18.84,27.84
1983/01/01,Wisconsin,5631329,9.14,29.18,18.93,27.96
1982/01/01,Wisconsin,5614831,9.11,29.09,18.87,27.88
1981/01/01,Wisconsin,5600531,9.09,29.01,18.82,27.81
1980/01/01,Wisconsin,5626443,9.13,29.14,18.91,27.93
1979/01/01,Wisconsin,5647000,9.16,29.25,18.98,28.03
1978/01/01,Wisconsin,5608044,9.1,29.05,18.85,27.84
1977/01/01,Wisconsin,5561897,9.03,28.81,18.69,27.61
1976/01/01,Wisconsin,5560668,9.02,28.81,18.69,27.61
1975/01/01,Wisconsin,5613419,9.11,29.08,18.87,27.87
1974/01/01,Wisconsin,5599770,9.09,29.01,18.82,27.8
1973/01/01,Wisconsin,5565487,9.03,28.83,18.71,27.63
1972/01/01,Wisconsin,5616689,9.11,29.1,18.88,27.88
1971/01/01,Wisconsin,5589425,9.07,28.96,18.79,27.75
2016/01/01,Wyoming,585501,8.3,27.7,23.1,29.9
2015/01/01,Wyoming,586555,8.24,27.5,22.93,29.68
2014/01/01,Wyoming,583642,8.18,27.3,22.76,29.47
2013/01/01,Wyoming,582684,8.12,27.1,22.6,29.26
2012/01/01,Wyoming,576765,8.06,26.9,22.44,29.05
2011/01/01,Wyoming,567725,8,26.71,22.28,28.84
2010/01/01,Wyoming,564513,7.94,26.52,22.12,28.63
2009/01/01,Wyoming,576463,7.88,26.33,21.96,28.42
2008/01/01,Wyoming,576849,8.06,26.91,22.44,29.05
2007/01/01,Wyoming,571779,7.98,26.65,22.23,28.77
2006/01/01,Wyoming,575776,8.03,26.82,22.37,28.96
2005/01/01,Wyoming,574614,8.02,26.77,22.33,28.91
2004/01/01,Wyoming,568066,7.92,26.46,22.07,28.57
2003/01/01,Wyoming,567713,7.91,26.41,22.03,28.51
2002/01/01,Wyoming,572120,7.96,26.58,22.17,28.7
2001/01/01,Wyoming,572588,7.99,26.67,22.24,28.79
2000/01/01,Wyoming,571922,8,27,22,29
1999/01/01,Wyoming,567826,7.92,26.49,22.02,28.58
1998/01/01,Wyoming,565728,7.89,26.39,21.93,28.47
1997/01/01,Wyoming,571587,7.97,26.67,22.15,28.77
1996/01/01,Wyoming,571579,7.97,26.68,22.14,28.77
1995/01/01,Wyoming,569851,7.95,26.61,22.07,28.69
1994/01/01,Wyoming,569299,7.94,26.6,22.05,28.68
1993/01/01,Wyoming,569742,7.95,26.64,22.05,28.71
1992/01/01,Wyoming,567779,8,27,22,29
1991/01/01,Wyoming,567943,7.93,26.59,22,28.66
1990/01/01,Wyoming,564727,7.89,26.45,21.87,28.5
1989/01/01,Wyoming,567509,7.93,26.6,21.98,28.66
1988/01/01,Wyoming,566701,7.92,26.57,21.95,28.63
1987/01/01,Wyoming,564720,7.9,26.5,21.87,28.54
1986/01/01,Wyoming,568662,7.95,26.7,22.02,28.75
1985/01/01,Wyoming,566693,7.93,26.62,21.95,28.67
1984/01/01,Wyoming,562514,7.86,26.38,21.79,28.42
1983/01/01,Wyoming,565027,7.9,26.5,21.88,28.55
1982/01/01,Wyoming,563372,7.88,26.43,21.82,28.47
1981/01/01,Wyoming,561935,7.86,26.37,21.76,28.4
1980/01/01,Wyoming,564534,7.89,26.49,21.86,28.53
1979/01/01,Wyoming,566597,7.92,26.59,21.94,28.64
1978/01/01,Wyoming,562689,7.87,26.4,21.79,28.44
1977/01/01,Wyoming,558059,7.8,26.18,21.61,28.2
1976/01/01,Wyoming,557936,7.8,26.18,21.61,28.2
1975/01/01,Wyoming,563228,7.87,26.43,21.81,28.47
1974/01/01,Wyoming,561859,7.85,26.36,21.76,28.4
1973/01/01,Wyoming,558419,7.81,26.2,21.62,28.22
1972/01/01,Wyoming,563556,7.88,26.44,21.82,28.48
1971/01/01,Wyoming,560821,7.84,26.31,21.72,28.34

