ID,Location,Batch,New_Alerts,Temperature,Flow,Conductivity,Ozone,Combo_Change,Plant
112,Ctrl RM 38,Concentrate,"1,44","28,23,30,5,28,17,12,9,28,11,3,29,20,24,9,25,4,1,1,10","5.3693249751837,4.296189337456599,1.689511152394116,0.536322408656124,4.831962688479107,4.276050460732076,0.7721125995740294,6.080093295730185,6.630670458467212,5.513247291999869,5.852586191599258,4.394072315390222,1.7547028308175505,6.940936570148915,0.1972203962225467,5.139684565735515,2.4379678420745767,1.1977242266689427,7.28587951611029,6.6348866489343346","138,155,148,25,31,141,0,39,190,21,201,117,179,63,29,37,125,129,150,23","0.23743402918335052,0.9992451204452664,0.2416405685245991,0.9908198401331902,0.5775742892175914,1.077440043608658,0.03150432365946472,0.3403317501302809,0.9757209945702926,0.26694377716630696,0.7102244656067341,0.29904013017658143,0.19296877935994416,0.9304220978869125,0.9516621187794954,0.2670998058980331,0.0633361916989088,0.9490647462196649,1.2113781478255987,0.004298712313175202","-1,1,1,1,-1,1,1,-1,-1,1",Tokyo
113,Ctrl RM 14,Concentrate,"6,22","20,16,11,20,20,19,31,14,12,15,24,10,11,30,15,18,4,1,16,14","4.144687581956386,0.9731516793416813,7.6397369943442754,3.2213063580682504,5.456263908185065,3.9307946690078825,4.820962759628892,0.045082949993666264,3.947668025540188,0.538808104491327,0.3692246906249784,1.1140564357372933,1.8187442827783526,6.318225497191307,4.756497912576888,6.105438293323386,3.5508652241458187,7.245595822669566,6.734168203768786,5.553485221646261","180,12,207,146,72,28,51,76,22,202,126,184,188,206,197,186,191,102,131,120","0.4832399623002857,0.1233673157170415,0.46943874000571667,0.6908974115503952,0.41375298488419504,0.4457897087559104,0.321973284566775,0.1765502233756706,0.8437706496799365,0.9446130713215098,1.1850785864749924,0.002463113470003009,0.6017848775256426,0.21930030067451298,0.5338443022919819,0.27668251302093266,0.4273900684434921,0.9117909553227946,0.1843722773017362,0.20962445109616965","-1,0,1,-1,-1,1,1,-1,1,1",Tokyo
114,Ctrl RM 12,Chlorine,"5,22","14,11,23,29,28,5,3,13,20,15,4,25,11,6,25,13,26,16,16,21","7.139192243856378,4.17889797527343,5.354195619183592,3.244451713305898,5.600505533504766,6.603469121388626,6.882468272128608,4.77781920110574,4.169603886276018,5.046682298327796,5.910414527603425,7.202496465274598,2.5347499923990107,1.5395680670812726,0.7758145928848535,3.9217250160756523,7.712410301573109,6.521540998311248,7.4612874015606945,7.584977204464376","86,180,194,106,199,7,16,72,154,113,74,145,109,99,79,145,166,55,41,20","1.231962773646228,0.2866476309951395,1.054273056029342,0.03466647197492421,1.2271690802183002,0.8214242798043415,0.5711864389013499,0.1487212544074282,0.4184038439998403,0.13984532135073097,0.699111814214848,0.9276160478591919,0.537239454453811,1.2761636713752524,0.23698855740949512,1.1471496275160462,0.17094802942592652,0.4760739206103608,1.2508989872178062,0.6364658384816722","-1,1,0,0,1,-1,0,1,0,0",Tokyo
115,Ctrl RM 13,Sterilization,"0,22","11,24,18,24,26,27,15,18,16,20,12,18,1,6,5,4,17,10,22,3","0.12185995805077256,0.5879556440119632,0.8731999528058805,1.128720066996757,4.15133768261876,6.061818538336084,3.6203786604362542,3.531503344096709,0.3127862531435676,1.369591977535747,4.648592792046257,1.4728815440810286,5.452712100113277,0.07637729107867927,4.098320228287484,2.3964793572179044,2.2503742953040637,2.9331403956282887,2.6283382707741114,0.9726341261737981","169,112,68,91,73,94,115,181,83,102,40,0,136,81,58,173,93,116,84,67","0.9893125124042854,0.9669904601294548,0.36660001953132454,0.76943082974758,0.7204056500690058,1.0822261418914423,0.045300920098088684,0.40933954692445695,0.34839948746375743,0.6552987038390711,0.3463868484599516,0.8274559767451137,0.7075151469092816,0.248617033357732,0.25940146872308106,1.1336105989059433,1.117260554502718,0.5441425896482542,0.4829580260207877,0.5612343149725348","0,1,-1,0,-1,-1,0,0,-1,0",Tokyo
116,Ctrl RM 25,Concentrate,"6,22","10,11,14,25,19,18,29,24,11,14,9,24,4,26,22,3,4,27,14,5","0.22848449599696324,1.5671340895118193,7.873812663310673,4.164908980475738,6.79330985649256,0.5362409714260139,3.2038082438893616,4.11295944660902,1.7018225153232924,0.22780114953173325,6.895468768968713,4.049062889146153,7.0638921394804495,6.40526418782305,5.869146373092662,2.6432686528656633,1.1943776487512514,1.050808821900282,4.129633118591737,2.74035010026535","73,201,76,135,162,114,190,45,85,157,86,108,57,3,197,178,118,140,91,152","0.4580535726388916,1.2048568432452158,0.26081867201719433,0.4396503743249923,0.40252441316843035,1.2376835230505094,0.9953257047105581,1.2059827072080225,0.7638752778526395,1.2607223644619807,1.098575566406362,0.1163374321302399,0.48341061440296473,0.8532372830202803,1.2174658490112051,0.18342575356364252,0.28208517043385656,0.7962457098765299,0.23869576945435256,0.2430458634858951","-1,0,-1,0,-1,1,1,1,0,-1",Tokyo
117,Ctrl RM 22,Sterilization,"4,44","15,24,10,8,7,8,21,27,12,8,25,12,11,9,14,4,9,24,16,14","4.922667464585975,3.0585913251410237,7.820270895420109,3.3686629499983973,5.554236462234985,0.323704902890604,0.6664257413102314,3.2386797380028294,6.848737301065121,5.338993961969391,0.6534409083379433,3.199945630822331,3.7693664097995496,4.576632717272733,4.262579886009917,3.7016556521551687,0.05597864715149626,1.4721008918830194,7.779007711675949,5.138040866046213","117,153,155,12,143,10,65,77,75,48,154,72,132,117,32,65,186,44,141,160","0.6284262458328158,1.1209949299460278,0.32573501500301066,0.7906740475445986,0.8968178877606988,0.5230195962823928,0.659162151045166,1.0114666627254338,1.112554424838163,0.8753796860342845,0.9718174229143187,0.40220841935370116,0.20456960035953672,0.25498833949677646,0.07552803775761277,0.8419049269286916,0.8543386129662395,0.8863440031185746,0.7592186805326492,0.34718298087827865","0,-1,0,-1,1,0,-1,0,1,0",Tokyo
118,Ctrl RM 45,Chlorine,"1,22","25,11,4,7,28,2,17,7,20,27,31,13,30,14,2,15,17,20,12,5","4.051451429934241,0.3360470373206772,7.603600687552244,6.550495326833334,4.940656676366926,1.1100225767842493,7.470710278432817,0.0248382212407887,0.3211120044370182,2.259424143303186,7.703491771479603,7.632837828882039,5.788731859608088,0.8793520299065858,5.701375190599356,5.881311574648135,5.523809745020699,1.537096463146154,0.20841443611308932,1.2715163675136865","136,11,28,148,141,59,20,40,65,15,41,64,148,165,207,98,170,66,90,164","0.31938433710020037,0.2543349760118872,0.6403092092368752,0.9937237053876743,1.2690487538231536,1.1280147273326293,0.28694320572540166,0.2956305283820257,1.2209520312258975,0.23545197325292974,1.116052966983989,0.804198281164281,0.9756098405458034,0.028635491174645724,0.5496209509205073,0.768721297965385,1.156979951565154,0.20397047649603336,0.7807734382105992,0.1950448682298884","-1,0,0,0,-1,-1,1,1,0,-1",Tokyo
119,Ctrl RM 33,Concentrate,"0,22","9,12,16,26,22,21,19,8,1,23,21,7,29,26,12,16,6,9,19,23","0.289900536746718,7.675570795014501,5.088389054159634,7.2723117788997484,3.9131790423346686,7.484876061000396,5.088568213833496,3.681980868673418,1.9565689907106572,7.763281316750217,7.255668670062442,3.168784192632884,0.7337545740464703,7.914950954683591,4.51324077261379,3.9393050102400595,0.19131878101965413,2.8319335579662583,7.820421988493763,4.265055212439038","206,87,0,14,150,153,39,170,189,81,112,89,174,155,111,146,130,148,199,126","0.7687717985827476,1.1236418284941465,1.1715164119377732,0.3038138485513628,0.9530627122148871,1.2802792457398027,0.17146317809820175,0.11781027191318572,0.36037669295910746,0.12388194468803704,1.2667928707087412,0.23739636521786453,0.20850488923024388,0.49524719424080105,0.6049311475595459,0.6638603834901006,0.6575532760471106,0.19095679414458575,0.43269465456251055,1.0966227696277202","1,1,0,1,1,1,0,-1,0,0",Tokyo
120,Ctrl RM 14,Concentrate,"5,22","16,3,23,23,27,8,29,8,30,9,4,13,10,27,15,18,18,19,20,30","4.302147599307355,6.188265866572038,3.4973842346668245,2.171912212250754,1.3025910963350906,0.16750788999022917,4.8279629421560095,3.6583536653290505,6.317387495145668,6.204014908995014,2.789948764760047,6.296351683398243,5.509718259787187,2.7958277938561515,3.0363783402414994,1.294434032991994,2.2943086893996223,2.924980266483035,4.292288256757892,7.890888005604502","137,73,159,206,86,118,49,149,17,94,97,208,34,66,81,20,3,67,66,69","0.5826308346586302,0.9370017234236002,0.23797006700187923,0.4891349532874301,0.9550445108674467,1.1847596182255076,1.2750210071681067,0.9689503535395488,0.3277316358871758,1.2381945704109967,0.5197776642860845,0.9184830851387232,0.3696561599848792,0.5753085024189204,0.327110901591368,0.38281807131133977,0.24137626031879336,0.20976406277623028,1.1974585755961016,0.8876027117483318","1,1,-1,1,1,0,-1,1,1,1",Tokyo
121,Ctrl RM 4,Sterilization,"5,22","1,24,17,12,21,18,31,16,14,5,5,13,21,11,14,18,5,26,17,16","5.496866249716841,5.3346544492384425,1.9396873799525203,5.4181443938799205,6.691605849154294,5.548089233119972,4.042269051102921,1.5919971924903804,6.132021344797686,1.5602351714717224,1.9849456889927388,2.058548001246527,3.5254375038435684,5.782885108869523,5.937781678442843,7.002351935603656,5.013858799121809,5.05070907505462,3.3134147227695214,7.681107003062498","187,176,170,153,183,92,154,97,66,155,117,154,207,70,55,30,37,66,122,40","1.0860525610623881,1.2728605375159532,0.27999737693462523,1.1108551796292887,1.0961250519845636,0.8318450856022537,0.13033309292513878,0.6659238466760143,1.2564502504421398,0.6767487206729129,0.5914114853134379,0.566607558564283,0.9190932371420786,1.0293817640747875,0.45872109185438603,0.4022437442094088,0.08179071906488389,1.2581478284904735,1.013863762933761,0.48372292551212015","0,1,1,0,0,-1,0,0,1,0",Tokyo
122,Ctrl RM 19,Mixing Tank,"1,22","5,12,31,5,21,3,8,19,21,13,28,18,12,19,13,18,31,17,8,27","6.384216302619316,1.5058956829761156,5.40658492451068,6.242407024828717,7.806735111011658,0.2479913561185822,7.470582599306945,3.0214807108882815,0.858692936040461,1.4775464801769704,3.314706467255019,7.304365612939001,5.77994132861495,3.7673518987349235,1.3200171492807566,6.393615425105673,5.907314088207204,7.142804190390743,3.763747229760047,7.210784457717091","24,170,209,4,72,16,145,49,89,38,90,41,93,186,90,115,162,181,180,90","0.0928605681983754,1.0038385675521568,0.5599708315683529,0.6185731548117473,0.8333660581381992,0.9942367646610365,0.9446072753053159,0.5366191738750786,0.6524310406064615,0.7193216648884118,0.9829336580354721,0.1805583448847756,1.149845386762172,1.0723759883781896,1.12112070734147,0.5095048910239711,0.5860303856665269,0.6390549324452878,0.4808548076543957,0.88149907537736","-1,-1,1,0,-1,0,-1,0,1,-1",Tokyo
123,Ctrl RM 6,Phosphoric Acid,"1,22","25,13,15,5,28,21,19,5,7,12,30,21,11,20,22,10,20,10,21,17","4.191810451222118,3.755259234653786,1.6537482483987698,5.968513217873406,5.90159866467584,2.8057979685021563,0.7987197068054229,5.045149998131674,1.3454976876988076,6.29433480787091,7.9729658730258235,3.755835495700594,2.352641152665019,1.4438030115049332,2.1096602939371953,6.087069428081159,0.6241828812309541,0.5495444599306211,3.616065781861544,5.953668888458051","62,10,98,161,116,56,32,172,134,64,49,49,83,65,145,35,71,40,140,14","1.0153102253796533,0.5045561586273835,0.4931481843348593,1.0386421855771915,0.7848708384670318,0.36578034558333455,1.0667230271501467,0.9789799259742722,0.04329928350634873,0.38448207429610193,0.581238874560222,1.2019870249321685,0.5970474074827508,1.1293926657876001,0.541166732297279,0.989894481888041,0.07989709256216884,0.08969811538700015,0.4427704549860209,0.4725769160781056","-1,0,0,-1,-1,1,0,-1,0,1",Tokyo
124,Ctrl RM 31,Phosphoric Acid,"7,22","18,31,22,24,10,17,0,7,14,19,21,20,19,26,10,10,14,14,19,26","0.4529915694729425,0.4787600272684358,5.569960587574169,4.839245138741099,5.886097704805434,5.037364668881055,3.3961161795584487,3.369093237563502,5.107271859834436,0.3355106968129985,1.6432164031709544,7.932323584910482,5.845264282156713,6.988054567244835,0.45483119587181137,4.74984698407352,7.1004382908158,0.6534189231134951,4.193579675790388,7.226774135844317","167,109,185,153,178,36,83,176,129,206,112,13,77,38,128,56,16,111,176,72","1.0376484132139012,0.5066360222175718,0.8056919335154816,1.0317922118585556,0.16135889398865402,1.1112531336955727,0.09585612516384572,0.29107567416504027,0.1466139940544963,0.527098736166954,0.5025188500061631,0.8177774996031076,1.1625106806866825,1.2981623665429651,0.05580093055032194,0.49754410712048414,1.0853926945012062,0.25283060788642614,1.2391263690777123,1.1441727643599735","1,-1,0,0,0,1,-1,1,-1,1",Tokyo
125,Ctrl RM 9,Sterilization,"7,22","14,15,0,31,1,25,7,10,15,17,25,26,22,18,18,1,24,13,13,9","3.6142919548694046,2.549883971286472,7.09534390615765,1.8710525694466196,1.7009888924635015,7.362858943382744,3.0242057569487955,0.5930516062187963,0.051913932983297856,6.274587464591023,4.1706636046036145,1.9984175901208074,3.9404711647355,7.377348523398396,0.804390949672088,7.213996045463719,4.3661225002934225,1.089252146675717,7.966687480411492,6.146586729004048","182,125,155,152,53,193,100,168,188,181,102,1,22,1,37,74,20,63,155,20","1.2363084440119565,0.21372529403306545,0.22526570498012008,0.04813668753486127,0.7925069531425833,0.04016577263828367,0.112695288984105,0.8864450494525954,0.10750547209754586,0.33061543800868093,1.218840483413078,1.0885758727090433,0.9929579154122621,0.9552707256050781,1.1689716442255305,1.2422349669737742,0.36088439903687686,0.32483806780073793,0.42859055297449233,0.1722432551672682","-1,-1,-1,-1,-1,-1,1,-1,0,1",Tokyo
126,Ctrl RM 24,Treated Water,"2,22","12,6,6,28,29,5,5,5,9,2,9,0,29,17,4,28,31,10,14,27","6.180221532848663,2.6942258509411476,7.719527339902706,3.5754463961068543,3.238502875820268,3.982587361421902,1.5198519752640278,3.0271737622492947,1.5992369224363938,4.329918557961937,1.6105853425804526,0.7623433614708484,7.035240201740526,0.0447274806513451,7.655104096976575,3.3117355486983433,1.9797208924032748,0.9980128606129438,2.525328401005827,2.546868023760617","189,54,45,103,91,196,116,140,175,184,152,11,103,44,195,185,33,107,75,166","0.3706963628297672,0.58767217497807,0.894033872219734,0.44189638311509044,1.1596749858930708,0.21954596925061196,0.5485451217507944,0.27645073684398086,0.7356745671946555,1.2704182063462213,0.8824096480151639,0.09401575548108668,0.8620427131652832,0.2975890624569729,0.0453071607509628,0.7000582825625316,0.9742816478246823,0.2365873828297481,1.1768579262075947,0.20326785247307272","1,-1,1,1,0,1,1,0,1,1",Tokyo
127,Ctrl RM 27,Chlorine,"8,22","27,18,21,15,26,13,1,30,23,3,1,15,27,3,26,6,30,22,24,19","2.1787506327871236,5.478281823981088,4.161600672996137,3.598179209341761,5.123480234949384,0.6691304448060692,1.2340969927539118,7.106671533540357,4.816222715100739,1.8365798286674544,7.791582352225669,6.162848515675869,2.803108967940789,5.65829091665335,1.4360824938328005,7.662215005562175,1.8429015573626384,7.553035910292529,6.582267720978707,6.755138461671304","147,201,198,187,69,45,109,106,107,95,133,53,92,205,47,150,107,207,186,116","1.1253292601089926,0.7858108673011884,1.081308730505407,0.14889092673547566,0.0728368756128475,1.148806409467943,1.1449528265977278,1.185338455880992,0.5488030715612695,1.2545881973812356,0.5774050545645878,0.5595680546015501,0.011367634939961136,0.6153818269493059,0.7572986085899175,1.2943804618902506,0.16065778760239482,0.29272585618309677,1.249809890985489,0.4997258494142443","1,0,0,-1,0,-1,0,1,1,-1",Tokyo
128,Ctrl RM 17,Sterilization,"2,22","16,31,25,25,16,3,21,9,28,20,19,24,30,17,23,12,15,14,4,15","5.383712829353754,0.8044095937674866,6.0894929130608215,2.1414072705735454,2.5607390949339606,7.903102553924546,7.79766696493607,3.2338499592314474,6.364586086748168,0.4318308467511088,7.471761629055254,0.25685585144907236,4.208286741727497,1.0613208547537216,6.444152924539521,2.07242575467797,0.5089867920475081,5.663252015190665,1.166196676264517,0.29657843426335606","114,17,46,66,141,86,164,123,65,186,11,178,59,157,97,35,38,134,69,83","0.5255324666853994,1.2684307784540578,0.23058853845577687,0.8762832473963499,0.4076111336704344,0.7171886679716408,0.37821374558843673,0.6282181455753744,0.930572751024738,0.5638432559557259,0.5771578347543255,1.0366024882066995,0.6989931416232139,0.9334841381758452,0.5036870876327157,0.11368230825755746,0.6812237784964964,0.5799851749790833,0.6694155291887001,0.5766741336090491","1,0,0,0,1,1,-1,-1,0,-1",Tokyo
129,Ctrl RM 26,Batch Tank,"9,22","8,13,4,22,6,12,16,4,30,31,31,24,15,3,19,18,24,25,30,16","7.820836446622852,0.37648082298459484,7.4751609878824095,6.576486786389723,2.6140112731489356,6.511122794258409,0.4880559672811069,4.479868805494625,7.740739011121914,5.81137188954046,0.3249306675186381,5.933343297312968,4.948138539572247,4.039509656152222,5.9656034702551555,2.945234587029554,3.494581624555867,0.5474871839024127,0.5232035212521441,4.802604016370606","106,53,207,32,57,138,105,15,40,60,194,108,129,101,15,79,148,140,85,153","0.3961676441365853,1.2151449526892975,1.2256455833325164,0.9207058762665838,1.0011222578585148,0.6603677741717547,0.5144742056494579,0.35932438413146883,0.481007216940634,0.6570401335367934,0.5211622704751789,0.49060464762151246,0.7814042950281873,0.42338263522833586,1.2632693850202485,0.6064201165456325,0.9303918280871585,0.4515568962087855,0.8132640074938536,0.3338839888805524","-1,1,0,-1,0,-1,-1,1,-1,-1",Tokyo
130,Ctrl RM 25,Flavour,"1,22","0,22,28,6,21,18,17,0,18,11,24,30,28,9,22,20,7,15,7,15","1.1963588824681939,2.4736223435471767,1.2260322532150896,6.280847869801801,7.496153915605974,2.121511395876296,3.764560238448903,7.451337202996947,3.981132517377846,5.7401833960600195,2.713244413237553,7.470806309848558,5.436417279795278,6.738158814075868,1.4597421857505106,3.763623297312297,7.4877290447708225,1.3164221539534628,1.1171096509904601,3.1724483973276802","28,165,74,194,105,90,66,5,168,189,2,153,5,136,120,75,15,180,62,91","0.9835494837723673,0.5964605866465718,1.106187030230649,0.5414166011614725,0.11011786453891546,0.7359327564248815,0.3099068705458194,0.3738624589983374,0.998580558714457,0.08529544889461249,0.6611216055694967,0.5644989412976429,1.2251364380121232,0.9870128787355498,0.7324434759793803,0.4380075876833871,0.9019448050530627,0.4572866630507633,0.09706629938445986,0.4554832312045619","0,0,-1,-1,0,0,1,0,0,1",Tokyo
