Symbol,Name,Sector,Price,Price/Earnings,MaxPE,Dividend Yield,MaxDiv,Earnings/Share,MaxErnShr,52 Week Low,52 Week High,Market Cap,EBITDA,MaxEBIDTA,Price/Sales,MaxPS,Price/Book,MaxPB,SEC Filings
WMB,Williams Cos.,Energy,28.56,48.41,0.093069307,4,0.315925821,-0.57,-0.012928102,33.67,26.8188,24802396470.00,3955000000.00,0.049819867,4.2983,0.213906431,3.01,0.002144822,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WMB
WLTW,Willis Towers Watson,Financials,152.36,18.67,0.035893492,1.3471,0.106395918,3.07,0.069630302,165,120.869,20780269334.00,1440000000.00,0.018139219,3.4485,0.171615831,2.1,0.001496387,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WLTW
WYN,Wyndham Worldwide,Consumer Discretionary,113.56,18.77,0.036085744,1.9542,0.15434556,5.53,0.125425267,127.96,80.11,11993835688.00,1232000000.00,0.015519109,2.7332,0.136018672,18.91,0.013474611,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WYN
WYNN,Wynn Resorts Ltd,Consumer Discretionary,169.28,31.7,0.060943958,1.1279,0.089083183,7.27,0.164889998,203.63,92.67,18225400525.00,1501301000.00,0.018911408,2.4787,0.123353389,51.69,0.036832504,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WYNN
XEL,Xcel Energy Inc,Utilities,42.44,18.14,0.034874555,3.3914,0.267857707,2.21,0.050124745,52.22,41.16,21559611927.00,3885828000.00,0.04894853,2.5205,0.125433581,1.94,0.001382377,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XEL
XRX,Xerox Corp.,Information Technology,29.8,8.87,0.017052773,3.2072,0.253309323,0.59,0.013381719,37.42,26.64,7938833340.00,1191000000.00,0.015002645,0.7878,0.039205148,1.49,0.001061722,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XRX
XLNX,Xilinx Inc,Information Technology,62.82,27.19,0.052273383,2.0905,0.165110732,2.32,0.052619642,77.26,54.99,17064975551.00,845468000.00,0.010650089,7.1012,0.353393748,7.22,0.005144722,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XLNX
XL,XL Capital,Financials,41.26,-19.93,-0.03831587,2.0952,0.165481945,-2.24,-0.050805171,47.27,33.77,10753423590.00,0.00,0,0.8439,0.041996984,0.97,0.000691188,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XL
XYL,Xylem Inc.,Industrials,70.24,30.94,0.059482841,1.1701,0.092416201,1.83,0.04150601,76.81,46.86,12915021000.00,722000000.00,0.009094803,2.7262,0.135670314,5.31,0.003783722,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XYL
YUM,Yum! Brands Inc,Consumer Discretionary,76.3,27.25,0.052388734,1.7971,0.141937573,4.07,0.092311182,86.93,62.85,27003303098.00,2289000000.00,0.028833799,6.3136,0.314198554,212.08,0.151120865,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=YUM
ZBH,Zimmer Biomet Holdings,Health Care,115.53,14.32,0.02753052,0.7948,0.062774461,9.01,0.204354729,133.49,108.17,24454698119.00,2007400000.00,0.025286574,3.1649,0.157502376,2.39,0.001703031,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZBH
ZION,Zions Bancorp,Financials,50.71,17.73,0.034086321,1.4809,0.116963637,2.6,0.058970288,55.61,38.43,10670678640.00,0.00,0,3.7946,0.188839621,1.42,0.001011843,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZION
ZTS,Zoetis,Health Care,71.51,32.8,0.063058733,0.6824,0.053896945,1.65,0.037423452,80.13,52,35991109776.00,1734000000.00,0.021842642,9.2809,0.461867296,18.09,0.012890308,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZTS
